Invoice ID,Date,Branch,City,Customer Type,Gender,Product,Category,Quantity,Unit Price,Payment,Rating,Sales
INV0252,2026-03-29,D,Bengaluru,Member,Male,Cold Drink,Beverages,7,69.86,Net Banking,3.0,489.02
INV0253,2026-03-30,B,Delhi,Member,Female,Tomato,Vegetables,2,43.47,Cash,3.9,86.94
INV0254,2026-03-30,C,Mumbai,Member,Female,Chocolate,Snacks,2,53.29,UPI,4.9,106.58
INV0255,2026-03-30,B,Delhi,Member,Female,Tea,Beverages,8,116.91,UPI,3.5,935.28
INV0256,2026-03-30,B,Delhi,Normal,Male,Shampoo,Personal Care,5,185.68,UPI,4.1,928.4
INV0257,2026-03-30,B,Delhi,Member,Male,Bananas,Fruits,2,64.58,UPI,4.0,129.16
INV0258,2026-03-30,D,Bengaluru,Member,Male,Shampoo,Personal Care,3,187.68,Cash,3.4,563.04
INV0259,2026-03-30,B,Delhi,Member,Male,Cheese,Dairy,10,231.81,Card,3.4,2318.1
INV0260,2026-03-31,A,Jaipur,Normal,Female,Noodles,Grocery,4,55.94,UPI,3.3,223.76
INV0261,2026-04-01,D,Bengaluru,Normal,Male,Cheese,Dairy,5,233.28,UPI,3.7,1166.4
INV0262,2026-04-03,D,Bengaluru,Member,Female,Noodles,Grocery,2,50.91,UPI,4.0,101.82
INV0263,2026-04-04,D,Bengaluru,Normal,Male,Shampoo,Personal Care,4,174.96,Cash,3.9,699.84
INV0264,2026-04-04,C,Mumbai,Member,Female,Tea,Beverages,9,117.17,Net Banking,3.1,1054.53
INV0265,2026-04-04,D,Bengaluru,Normal,Male,Apples,Fruits,2,142.93,Cash,4.9,285.86
INV0266,2026-04-04,D,Bengaluru,Member,Male,Milk,Dairy,5,58.21,Card,3.4,291.05
INV0267,2026-04-05,C,Mumbai,Member,Male,Coffee,Beverages,10,173.77,Card,4.2,1737.7
INV0268,2026-04-07,B,Delhi,Member,Female,Bananas,Fruits,2,64.47,UPI,3.0,128.94
INV0269,2026-04-07,A,Jaipur,Normal,Female,Biscuits,Snacks,3,30.92,Cash,4.1,92.76
INV0270,2026-04-08,B,Delhi,Normal,Female,Cold Drink,Beverages,10,64.43,Net Banking,4.7,644.3
INV0271,2026-04-09,D,Bengaluru,Normal,Female,Bananas,Fruits,3,63.29,Net Banking,4.7,189.87
INV0272,2026-04-09,C,Mumbai,Member,Female,Chips,Snacks,5,34.07,Cash,4.6,170.35
INV0273,2026-04-09,C,Mumbai,Normal,Male,Biscuits,Snacks,6,30.45,UPI,3.0,182.7
INV0274,2026-04-10,D,Bengaluru,Member,Female,Rice,Grocery,5,68.32,UPI,5.0,341.6
INV0275,2026-04-10,B,Delhi,Member,Female,Soap,Personal Care,6,47.99,Cash,4.3,287.94
INV0276,2026-04-10,C,Mumbai,Member,Female,Noodles,Grocery,3,54.93,Net Banking,3.5,164.79
INV0277,2026-04-11,D,Bengaluru,Member,Female,Bread,Bakery,8,41.12,Card,3.0,328.96
INV0278,2026-04-11,C,Mumbai,Member,Female,Potato,Vegetables,2,34.31,Net Banking,3.0,68.62
INV0279,2026-04-11,A,Jaipur,Normal,Female,Apples,Fruits,9,135.97,Card,4.4,1223.73
INV0280,2026-04-13,A,Jaipur,Normal,Male,Face Wash,Personal Care,2,125.04,Net Banking,4.0,250.08
INV0281,2026-04-13,B,Delhi,Normal,Female,Apples,Fruits,3,144.17,UPI,4.1,432.51
INV0282,2026-04-13,A,Jaipur,Member,Female,Potato,Vegetables,10,34.52,Net Banking,3.5,345.2
INV0283,2026-04-14,B,Delhi,Member,Male,Cold Drink,Beverages,6,64.17,Card,3.7,385.02
INV0284,2026-04-14,C,Mumbai,Member,Male,Milk,Dairy,2,58.25,Card,3.7,116.5
INV0285,2026-04-14,B,Delhi,Member,Female,Milk,Dairy,4,57.34,UPI,4.0,229.36
INV0286,2026-04-16,A,Jaipur,Member,Female,Bread,Bakery,7,42.61,Card,3.5,298.27
INV0287,2026-04-16,C,Mumbai,Normal,Male,Shampoo,Personal Care,7,193.54,Net Banking,3.1,1354.78
INV0288,2026-04-16,C,Mumbai,Member,Male,Coffee,Beverages,4,173.72,Card,4.1,694.88
INV0289,2026-04-17,B,Delhi,Member,Female,Chips,Snacks,1,34.97,Card,3.7,34.97
INV0290,2026-04-17,B,Delhi,Normal,Female,Tea,Beverages,9,117.73,UPI,3.4,1059.57
INV0291,2026-04-17,B,Delhi,Member,Female,Tomato,Vegetables,3,44.05,Net Banking,3.1,132.15
INV0292,2026-04-18,A,Jaipur,Normal,Female,Cold Drink,Beverages,1,63.76,Net Banking,4.1,63.76
INV0293,2026-04-18,D,Bengaluru,Member,Male,Shampoo,Personal Care,10,192.72,UPI,4.3,1927.2
INV0294,2026-04-19,B,Delhi,Normal,Male,Apples,Fruits,8,140.75,Card,3.6,1126.0
INV0295,2026-04-19,A,Jaipur,Member,Female,Potato,Vegetables,4,35.2,Card,3.0,140.8
INV0296,2026-04-20,C,Mumbai,Normal,Male,Tea,Beverages,7,118.24,UPI,4.8,827.68
INV0297,2026-04-20,B,Delhi,Normal,Male,Chips,Snacks,6,33.47,Net Banking,4.6,200.82
INV0298,2026-04-20,C,Mumbai,Member,Male,Coffee,Beverages,2,176.97,Cash,5.0,353.94
INV0299,2026-04-21,A,Jaipur,Normal,Male,Cheese,Dairy,9,234.98,Card,3.1,2114.82
INV0300,2026-04-21,B,Delhi,Member,Female,Coffee,Beverages,2,174.26,Net Banking,4.3,348.52
INV0301,2026-04-21,C,Mumbai,Member,Male,Cold Drink,Beverages,7,66.61,Card,4.9,466.27
INV0302,2026-04-22,C,Mumbai,Normal,Female,Noodles,Grocery,2,54.18,UPI,4.1,108.36
INV0303,2026-04-23,A,Jaipur,Member,Female,Apples,Fruits,2,144.05,Card,3.4,288.1
INV0304,2026-04-23,B,Delhi,Member,Male,Shampoo,Personal Care,8,188.19,Card,5.0,1505.52
INV0305,2026-04-23,B,Delhi,Member,Female,Tomato,Vegetables,1,42.14,Net Banking,3.7,42.14
INV0306,2026-04-24,B,Delhi,Member,Male,Shampoo,Personal Care,3,189.5,UPI,3.9,568.5
INV0307,2026-04-24,D,Bengaluru,Member,Male,Biscuits,Snacks,4,31.67,UPI,4.6,126.68
INV0308,2026-04-24,D,Bengaluru,Member,Female,Chips,Snacks,10,35.54,Net Banking,3.6,355.4
INV0309,2026-04-25,C,Mumbai,Member,Male,Rice,Grocery,4,73.71,UPI,3.8,294.84
INV0310,2026-04-25,C,Mumbai,Member,Male,Rice,Grocery,10,67.1,Cash,4.9,671.0
INV0311,2026-04-25,B,Delhi,Normal,Female,Potato,Vegetables,7,34.87,Cash,4.7,244.09
INV0312,2026-04-26,B,Delhi,Member,Male,Face Wash,Personal Care,9,122.56,Net Banking,3.6,1103.04
INV0313,2026-04-26,A,Jaipur,Member,Male,Cooking Oil,Grocery,9,143.76,Net Banking,4.4,1293.84
INV0314,2026-04-27,C,Mumbai,Member,Female,Biscuits,Snacks,7,30.44,Cash,3.0,213.08
INV0315,2026-04-27,C,Mumbai,Member,Male,Tea,Beverages,3,127.17,Cash,3.9,381.51
INV0316,2026-04-27,C,Mumbai,Normal,Female,Cheese,Dairy,7,227.23,Cash,4.1,1590.61
INV0317,2026-04-27,B,Delhi,Normal,Female,Soap,Personal Care,4,48.49,Card,4.3,193.96
INV0318,2026-04-29,A,Jaipur,Normal,Female,Cooking Oil,Grocery,2,144.46,Net Banking,3.8,288.92
INV0319,2026-04-29,D,Bengaluru,Member,Female,Coffee,Beverages,3,176.92,UPI,3.0,530.76
INV0320,2026-04-29,D,Bengaluru,Normal,Female,Coffee,Beverages,5,173.87,Card,4.3,869.35
INV0321,2026-04-29,C,Mumbai,Member,Female,Tea,Beverages,2,126.75,Cash,4.1,253.5
INV0322,2026-04-30,C,Mumbai,Member,Female,Potato,Vegetables,7,36.16,Net Banking,3.9,253.12
INV0323,2026-04-30,B,Delhi,Normal,Male,Tomato,Vegetables,1,44.48,Net Banking,3.0,44.48
INV0324,2026-04-30,D,Bengaluru,Member,Female,Noodles,Grocery,5,57.94,Card,3.9,289.7
INV0325,2026-04-30,A,Jaipur,Member,Male,Chips,Snacks,3,33.05,Cash,4.4,99.15
INV0326,2026-04-30,A,Jaipur,Member,Male,Biscuits,Snacks,9,30.19,UPI,3.0,271.71
INV0327,2026-04-30,C,Mumbai,Member,Female,Milk,Dairy,4,58.07,UPI,4.3,232.28
INV0328,2026-04-30,A,Jaipur,Normal,Female,Cheese,Dairy,2,226.63,Cash,4.3,453.26
INV0329,2026-04-30,B,Delhi,Normal,Male,Tomato,Vegetables,4,43.31,Card,3.3,173.24
INV0330,2026-05-01,A,Jaipur,Member,Female,Rice,Grocery,1,73.38,Net Banking,3.8,73.38
INV0331,2026-05-01,B,Delhi,Normal,Female,Rice,Grocery,7,70.1,Card,3.0,490.7
INV0332,2026-05-01,C,Mumbai,Normal,Male,Potato,Vegetables,8,33.41,Cash,4.1,267.28
INV0333,2026-05-01,C,Mumbai,Member,Female,Bananas,Fruits,7,63.84,Cash,4.1,446.88
INV0334,2026-05-02,A,Jaipur,Member,Female,Cold Drink,Beverages,5,69.43,Net Banking,3.0,347.15
INV0335,2026-05-02,A,Jaipur,Normal,Female,Potato,Vegetables,9,33.12,Cash,4.7,298.08
INV0336,2026-05-02,B,Delhi,Member,Male,Soap,Personal Care,4,43.02,Cash,4.2,172.08
INV0337,2026-05-03,A,Jaipur,Normal,Female,Cooking Oil,Grocery,5,148.7,Card,4.9,743.5
INV0338,2026-05-03,A,Jaipur,Normal,Male,Apples,Fruits,1,133.4,Net Banking,4.5,133.4
INV0339,2026-05-05,C,Mumbai,Normal,Male,Soap,Personal Care,4,43.12,UPI,4.6,172.48
INV0340,2026-05-06,A,Jaipur,Member,Male,Face Wash,Personal Care,8,128.47,Net Banking,3.1,1027.76
INV0341,2026-05-06,C,Mumbai,Member,Female,Cold Drink,Beverages,10,65.7,Card,3.2,657.0
INV0342,2026-05-06,B,Delhi,Member,Male,Biscuits,Snacks,3,29.39,Card,3.0,88.17
INV0343,2026-05-06,B,Delhi,Normal,Female,Shampoo,Personal Care,7,182.96,Net Banking,4.4,1280.72
INV0344,2026-05-07,B,Delhi,Normal,Male,Tomato,Vegetables,10,43.15,Net Banking,4.3,431.5
INV0345,2026-05-07,B,Delhi,Normal,Male,Bananas,Fruits,8,61.97,Net Banking,4.0,495.76
INV0346,2026-05-07,B,Delhi,Member,Male,Tea,Beverages,10,117.36,Cash,4.5,1173.6
INV0347,2026-05-08,D,Bengaluru,Member,Male,Rice,Grocery,2,66.92,Cash,4.9,133.84
INV0348,2026-05-08,A,Jaipur,Normal,Female,Bread,Bakery,5,38.49,Net Banking,3.9,192.45
INV0349,2026-05-08,D,Bengaluru,Normal,Female,Bananas,Fruits,1,61.1,Net Banking,3.6,61.1
INV0350,2026-05-08,D,Bengaluru,Member,Male,Cold Drink,Beverages,10,67.93,UPI,3.4,679.3
INV0351,2026-05-08,D,Bengaluru,Member,Female,Milk,Dairy,8,56.6,Cash,4.3,452.8
INV0352,2026-05-08,A,Jaipur,Member,Female,Bread,Bakery,3,38.88,UPI,4.5,116.64
INV0353,2026-05-08,A,Jaipur,Member,Female,Milk,Dairy,3,55.47,Net Banking,3.0,166.41
INV0354,2026-05-09,B,Delhi,Member,Female,Cooking Oil,Grocery,4,155.44,UPI,4.3,621.76
INV0355,2026-05-09,C,Mumbai,Normal,Male,Apples,Fruits,9,141.17,Card,4.2,1270.53
INV0356,2026-05-10,D,Bengaluru,Normal,Female,Milk,Dairy,8,52.16,Cash,3.7,417.28
INV0357,2026-05-11,A,Jaipur,Normal,Female,Tea,Beverages,10,121.27,Cash,4.6,1212.7
INV0358,2026-05-11,D,Bengaluru,Normal,Female,Cooking Oil,Grocery,8,147.88,Cash,4.8,1183.04
INV0359,2026-05-12,C,Mumbai,Normal,Female,Soap,Personal Care,1,41.84,Net Banking,4.3,41.84
INV0360,2026-05-12,C,Mumbai,Member,Female,Shampoo,Personal Care,1,183.1,Card,3.0,183.1
INV0361,2026-05-12,C,Mumbai,Member,Female,Milk,Dairy,4,52.95,Net Banking,3.0,211.8
INV0362,2026-05-13,A,Jaipur,Member,Male,Rice,Grocery,1,67.81,Net Banking,3.5,67.81
INV0363,2026-05-13,D,Bengaluru,Member,Male,Milk,Dairy,7,58.69,Net Banking,3.1,410.83
INV0364,2026-05-13,D,Bengaluru,Normal,Female,Shampoo,Personal Care,6,185.97,UPI,3.7,1115.82
INV0365,2026-05-14,C,Mumbai,Normal,Male,Face Wash,Personal Care,5,121.12,UPI,3.9,605.6
INV0366,2026-05-14,C,Mumbai,Normal,Male,Chips,Snacks,6,36.84,Cash,5.0,221.04
INV0367,2026-05-15,C,Mumbai,Normal,Female,Potato,Vegetables,9,34.71,Net Banking,4.5,312.39
INV0368,2026-05-15,A,Jaipur,Normal,Female,Cooking Oil,Grocery,5,151.74,Net Banking,4.5,758.7
INV0369,2026-05-16,A,Jaipur,Normal,Male,Milk,Dairy,1,53.28,Net Banking,4.5,53.28
INV0370,2026-05-16,A,Jaipur,Normal,Female,Bread,Bakery,10,42.13,Net Banking,3.9,421.3
INV0371,2026-05-16,D,Bengaluru,Normal,Male,Cooking Oil,Grocery,4,148.33,Cash,3.0,593.32
INV0372,2026-05-16,B,Delhi,Member,Female,Tea,Beverages,7,122.76,Cash,3.5,859.32
INV0373,2026-05-16,D,Bengaluru,Normal,Female,Cheese,Dairy,1,234.89,UPI,4.5,234.89
INV0374,2026-05-16,C,Mumbai,Normal,Male,Cooking Oil,Grocery,2,154.54,UPI,3.9,309.08
INV0375,2026-05-17,C,Mumbai,Normal,Male,Cooking Oil,Grocery,4,146.88,Cash,4.5,587.52
INV0376,2026-05-17,C,Mumbai,Member,Female,Cheese,Dairy,3,224.28,Cash,5.0,672.84
INV0377,2026-05-18,C,Mumbai,Normal,Male,Cheese,Dairy,7,222.52,Net Banking,3.9,1557.64
INV0378,2026-05-18,A,Jaipur,Member,Male,Coffee,Beverages,8,173.15,Net Banking,4.1,1385.2
INV0379,2026-05-18,D,Bengaluru,Normal,Female,Soap,Personal Care,5,44.37,Cash,4.0,221.85
INV0380,2026-05-18,D,Bengaluru,Member,Male,Tea,Beverages,2,128.24,UPI,3.4,256.48
INV0381,2026-05-19,A,Jaipur,Normal,Male,Cooking Oil,Grocery,9,148.74,Net Banking,3.7,1338.66
INV0382,2026-05-19,B,Delhi,Normal,Female,Shampoo,Personal Care,2,170.44,Net Banking,3.9,340.88
INV0383,2026-05-19,B,Delhi,Member,Female,Biscuits,Snacks,9,30.77,Cash,4.5,276.93
INV0384,2026-05-19,B,Delhi,Normal,Male,Shampoo,Personal Care,9,185.51,UPI,4.3,1669.59
INV0385,2026-05-19,A,Jaipur,Member,Female,Chips,Snacks,1,36.56,Net Banking,4.4,36.56
INV0386,2026-05-21,C,Mumbai,Normal,Male,Chips,Snacks,8,36.44,Card,3.3,291.52
INV0387,2026-05-22,D,Bengaluru,Member,Male,Bread,Bakery,3,40.36,Net Banking,4.4,121.08
INV0388,2026-05-22,D,Bengaluru,Member,Female,Chips,Snacks,7,32.56,Card,4.7,227.92
INV0389,2026-05-22,D,Bengaluru,Normal,Female,Face Wash,Personal Care,4,123.41,Card,4.7,493.64
INV0390,2026-05-22,B,Delhi,Member,Male,Soap,Personal Care,9,41.5,UPI,3.6,373.5
INV0391,2026-05-22,A,Jaipur,Normal,Male,Apples,Fruits,10,146.45,Net Banking,3.9,1464.5
INV0392,2026-05-23,C,Mumbai,Member,Male,Milk,Dairy,2,55.54,Cash,4.0,111.08
INV0393,2026-05-23,A,Jaipur,Member,Female,Shampoo,Personal Care,4,188.02,UPI,3.5,752.08
INV0394,2026-05-23,C,Mumbai,Member,Female,Noodles,Grocery,4,50.69,Net Banking,4.5,202.76
INV0395,2026-05-23,C,Mumbai,Member,Male,Tomato,Vegetables,3,42.69,Net Banking,4.6,128.07
INV0396,2026-05-24,C,Mumbai,Member,Male,Soap,Personal Care,7,41.93,Net Banking,4.6,293.51
INV0397,2026-05-24,A,Jaipur,Normal,Male,Face Wash,Personal Care,9,119.01,Card,3.5,1071.09
INV0398,2026-05-24,A,Jaipur,Member,Male,Cooking Oil,Grocery,7,153.59,Net Banking,4.3,1075.13
INV0399,2026-05-24,A,Jaipur,Member,Male,Cold Drink,Beverages,2,65.38,Net Banking,4.0,130.76
INV0400,2026-05-24,C,Mumbai,Normal,Male,Bread,Bakery,4,42.55,Card,4.8,170.2
INV0401,2026-05-26,A,Jaipur,Member,Female,Chocolate,Snacks,10,53.24,Net Banking,4.4,532.4
INV0402,2026-05-26,A,Jaipur,Member,Female,Apples,Fruits,2,138.16,Net Banking,3.9,276.32
INV0403,2026-05-27,A,Jaipur,Normal,Female,Chips,Snacks,10,36.59,Card,3.1,365.9
INV0404,2026-05-28,B,Delhi,Member,Female,Rice,Grocery,6,74.53,Card,3.5,447.18
INV0405,2026-05-28,D,Bengaluru,Member,Male,Tea,Beverages,1,121.99,Card,3.1,121.99
INV0406,2026-05-28,A,Jaipur,Member,Male,Apples,Fruits,9,131.32,UPI,4.0,1181.88
INV0407,2026-05-28,D,Bengaluru,Member,Male,Cooking Oil,Grocery,1,152.4,Net Banking,4.4,152.4
INV0408,2026-05-28,B,Delhi,Member,Female,Bananas,Fruits,1,62.53,Cash,3.6,62.53
INV0409,2026-05-30,C,Mumbai,Member,Male,Biscuits,Snacks,5,28.76,Cash,4.6,143.8
INV0410,2026-05-30,C,Mumbai,Member,Female,Noodles,Grocery,1,54.7,Net Banking,4.9,54.7
INV0411,2026-05-30,D,Bengaluru,Normal,Female,Biscuits,Snacks,4,28.87,Net Banking,3.8,115.48
INV0412,2026-05-30,A,Jaipur,Normal,Male,Cold Drink,Beverages,1,67.45,UPI,4.0,67.45
INV0413,2026-05-31,D,Bengaluru,Normal,Female,Biscuits,Snacks,10,28.9,UPI,3.8,289.0
INV0414,2026-05-31,B,Delhi,Member,Female,Cold Drink,Beverages,7,69.13,Net Banking,4.4,483.91
INV0415,2026-06-01,A,Jaipur,Member,Male,Milk,Dairy,4,57.13,UPI,3.8,228.52
INV0416,2026-06-01,C,Mumbai,Member,Male,Cold Drink,Beverages,7,66.84,UPI,4.4,467.88
INV0417,2026-06-01,D,Bengaluru,Normal,Male,Cooking Oil,Grocery,3,158.17,Net Banking,4.1,474.51
INV0418,2026-06-01,A,Jaipur,Normal,Female,Noodles,Grocery,7,51.64,UPI,3.9,361.48
INV0419,2026-06-01,C,Mumbai,Member,Female,Tea,Beverages,10,116.19,Card,4.8,1161.9
INV0420,2026-06-02,B,Delhi,Member,Female,Bananas,Fruits,7,61.59,Cash,3.2,431.13
INV0421,2026-06-02,C,Mumbai,Member,Female,Milk,Dairy,6,56.56,Card,3.0,339.36
INV0422,2026-06-02,D,Bengaluru,Member,Male,Chocolate,Snacks,10,53.29,Cash,3.6,532.9
INV0423,2026-06-02,D,Bengaluru,Member,Female,Noodles,Grocery,5,53.58,Card,4.1,267.9
INV0424,2026-06-02,B,Delhi,Member,Female,Tea,Beverages,3,115.18,Card,3.3,345.54
INV0425,2026-06-03,C,Mumbai,Member,Female,Apples,Fruits,9,149.92,UPI,3.1,1349.28
INV0426,2026-06-03,B,Delhi,Member,Male,Face Wash,Personal Care,2,116.06,UPI,3.6,232.12
INV0427,2026-06-04,B,Delhi,Normal,Female,Apples,Fruits,7,143.08,Net Banking,3.7,1001.56
INV0428,2026-06-04,A,Jaipur,Member,Male,Potato,Vegetables,4,36.42,Card,4.5,145.68
INV0429,2026-06-05,D,Bengaluru,Member,Female,Rice,Grocery,9,71.27,Card,4.2,641.43
INV0430,2026-06-06,A,Jaipur,Normal,Female,Potato,Vegetables,8,32.95,Net Banking,4.6,263.6
INV0431,2026-06-06,C,Mumbai,Member,Female,Tomato,Vegetables,1,45.37,Net Banking,3.8,45.37
INV0432,2026-06-07,A,Jaipur,Member,Female,Rice,Grocery,4,72.21,UPI,4.1,288.84
INV0433,2026-06-07,C,Mumbai,Normal,Female,Tomato,Vegetables,1,44.99,Cash,3.1,44.99
INV0434,2026-06-07,D,Bengaluru,Normal,Male,Face Wash,Personal Care,9,123.72,Net Banking,4.2,1113.48
INV0435,2026-06-07,B,Delhi,Normal,Male,Chocolate,Snacks,4,52.62,UPI,4.5,210.48
INV0436,2026-06-07,C,Mumbai,Member,Female,Noodles,Grocery,6,52.29,Net Banking,4.2,313.74
INV0437,2026-06-07,D,Bengaluru,Member,Female,Soap,Personal Care,4,45.39,Cash,4.1,181.56
INV0438,2026-06-08,A,Jaipur,Member,Male,Cheese,Dairy,4,226.54,Card,5.0,906.16
INV0439,2026-06-10,D,Bengaluru,Normal,Male,Milk,Dairy,5,58.99,UPI,3.6,294.95
INV0440,2026-06-10,D,Bengaluru,Normal,Male,Soap,Personal Care,1,45.49,Cash,3.4,45.49
INV0441,2026-06-10,B,Delhi,Normal,Male,Rice,Grocery,1,67.0,Cash,4.0,67.0
INV0442,2026-06-10,D,Bengaluru,Member,Female,Face Wash,Personal Care,6,119.19,Card,3.6,715.14
INV0443,2026-06-10,B,Delhi,Normal,Male,Biscuits,Snacks,2,30.05,Cash,3.3,60.1
INV0444,2026-06-10,D,Bengaluru,Normal,Female,Chocolate,Snacks,4,52.91,UPI,3.5,211.64
INV0445,2026-06-12,B,Delhi,Normal,Male,Tomato,Vegetables,8,45.14,Net Banking,4.6,361.12
INV0446,2026-06-12,A,Jaipur,Member,Male,Chocolate,Snacks,4,52.69,Card,3.7,210.76
INV0447,2026-06-12,D,Bengaluru,Member,Female,Rice,Grocery,2,72.29,UPI,5.0,144.58
INV0448,2026-06-13,B,Delhi,Member,Male,Tomato,Vegetables,6,43.71,Card,4.5,262.26
INV0449,2026-06-14,D,Bengaluru,Normal,Female,Tea,Beverages,2,115.75,Card,4.0,231.5
INV0450,2026-06-15,A,Jaipur,Member,Male,Bread,Bakery,7,39.9,Card,4.3,279.3
INV0451,2026-06-16,C,Mumbai,Member,Male,Tomato,Vegetables,3,43.24,Net Banking,3.7,129.72
INV0452,2026-06-16,D,Bengaluru,Normal,Female,Noodles,Grocery,4,56.77,UPI,3.8,227.08
INV0453,2026-06-17,D,Bengaluru,Normal,Female,Chocolate,Snacks,2,52.74,Cash,4.8,105.48
INV0454,2026-06-17,B,Delhi,Normal,Male,Coffee,Beverages,3,172.51,Cash,3.6,517.53
INV0455,2026-06-17,C,Mumbai,Normal,Female,Apples,Fruits,4,134.8,Cash,4.0,539.2
INV0456,2026-06-18,B,Delhi,Member,Male,Noodles,Grocery,9,50.82,Card,4.1,457.38
INV0457,2026-06-18,D,Bengaluru,Member,Female,Apples,Fruits,8,131.85,UPI,4.0,1054.8
INV0458,2026-06-18,D,Bengaluru,Member,Female,Soap,Personal Care,6,48.23,UPI,4.2,289.38
INV0459,2026-06-20,C,Mumbai,Normal,Female,Chips,Snacks,2,33.96,Card,3.8,67.92
INV0460,2026-06-20,D,Bengaluru,Normal,Female,Shampoo,Personal Care,8,172.23,UPI,3.3,1377.84
INV0461,2026-06-21,B,Delhi,Member,Female,Tomato,Vegetables,7,42.98,Card,4.4,300.86
INV0462,2026-06-21,B,Delhi,Member,Male,Rice,Grocery,6,74.54,Card,4.0,447.24
INV0463,2026-06-21,D,Bengaluru,Normal,Female,Soap,Personal Care,3,41.65,Card,3.6,124.95
INV0464,2026-06-21,D,Bengaluru,Member,Male,Noodles,Grocery,6,51.76,Card,3.5,310.56
INV0465,2026-06-21,C,Mumbai,Member,Female,Face Wash,Personal Care,6,114.32,Cash,4.3,685.92
INV0466,2026-06-21,C,Mumbai,Normal,Male,Rice,Grocery,9,67.75,Cash,3.5,609.75
INV0467,2026-06-22,A,Jaipur,Member,Female,Potato,Vegetables,10,37.05,Card,3.0,370.5
INV0468,2026-06-22,A,Jaipur,Member,Female,Apples,Fruits,9,137.72,UPI,4.8,1239.48
INV0469,2026-06-22,A,Jaipur,Member,Female,Soap,Personal Care,4,41.78,Card,3.8,167.12
INV0470,2026-06-22,B,Delhi,Normal,Male,Bread,Bakery,2,42.95,UPI,4.7,85.9
INV0471,2026-06-22,D,Bengaluru,Normal,Male,Bread,Bakery,2,41.94,Net Banking,3.8,83.88
INV0472,2026-06-23,C,Mumbai,Normal,Male,Tea,Beverages,7,127.86,Card,3.0,895.02
INV0473,2026-06-23,B,Delhi,Normal,Male,Cold Drink,Beverages,10,65.86,Card,3.5,658.6
INV0474,2026-06-23,A,Jaipur,Normal,Female,Soap,Personal Care,10,45.0,Card,4.2,450.0
INV0475,2026-06-23,B,Delhi,Member,Female,Cooking Oil,Grocery,9,145.58,Card,3.7,1310.22
INV0476,2026-06-23,A,Jaipur,Normal,Female,Cheese,Dairy,3,233.93,Card,3.0,701.79
INV0477,2026-06-23,B,Delhi,Normal,Male,Cheese,Dairy,3,220.9,Cash,3.3,662.7
INV0478,2026-06-24,B,Delhi,Normal,Female,Bananas,Fruits,3,61.27,Net Banking,4.2,183.81
INV0479,2026-06-24,C,Mumbai,Member,Female,Chocolate,Snacks,1,52.79,UPI,3.8,52.79
INV0480,2026-06-24,B,Delhi,Normal,Male,Coffee,Beverages,9,172.16,Cash,3.7,1549.44
INV0481,2026-06-25,A,Jaipur,Member,Male,Biscuits,Snacks,3,29.48,Card,4.3,88.44
INV0482,2026-06-25,A,Jaipur,Normal,Female,Noodles,Grocery,5,51.97,Cash,4.3,259.85
INV0483,2026-06-25,D,Bengaluru,Normal,Female,Soap,Personal Care,5,41.64,UPI,3.5,208.2
INV0484,2026-06-25,D,Bengaluru,Normal,Female,Tomato,Vegetables,2,42.91,Card,4.0,85.82
INV0485,2026-06-26,A,Jaipur,Member,Male,Tea,Beverages,8,123.11,Card,3.4,984.88
INV0486,2026-06-26,C,Mumbai,Normal,Male,Tomato,Vegetables,5,42.49,Cash,4.2,212.45
INV0487,2026-06-27,B,Delhi,Member,Male,Tea,Beverages,6,124.05,Cash,4.4,744.3
INV0488,2026-06-27,C,Mumbai,Normal,Male,Chips,Snacks,10,36.63,Net Banking,4.8,366.3
INV0489,2026-06-27,D,Bengaluru,Member,Male,Potato,Vegetables,9,35.17,Net Banking,4.6,316.53
INV0490,2026-06-27,D,Bengaluru,Member,Male,Tomato,Vegetables,1,44.63,Net Banking,3.5,44.63
INV0491,2026-06-28,C,Mumbai,Member,Female,Cheese,Dairy,2,232.74,Cash,4.3,465.48
INV0492,2026-06-28,B,Delhi,Normal,Male,Noodles,Grocery,6,52.73,Card,5.0,316.38
INV0493,2026-06-28,A,Jaipur,Normal,Female,Biscuits,Snacks,4,30.74,Cash,4.3,122.96
INV0494,2026-06-29,D,Bengaluru,Normal,Female,Bananas,Fruits,5,61.13,Card,4.3,305.65
INV0495,2026-06-29,C,Mumbai,Member,Female,Tomato,Vegetables,6,45.39,Card,3.9,272.34
INV0496,2026-06-30,B,Delhi,Member,Female,Potato,Vegetables,2,35.99,Card,4.8,71.98
INV0497,2026-06-30,A,Jaipur,Normal,Female,Apples,Fruits,5,130.57,Cash,3.1,652.85
INV0498,2026-07-01,B,Delhi,Normal,Female,Apples,Fruits,9,135.13,Card,3.5,1216.17
INV0499,2026-07-01,C,Mumbai,Member,Male,Milk,Dairy,4,55.78,UPI,4.3,223.12
INV0500,2026-07-01,A,Jaipur,Member,Male,Bread,Bakery,7,42.49,UPI,4.3,297.43
